transaction_id,customer_id,product_id,quantity,price,discount,revenue,timestamp
T000102,C00774,P0134,1,10631.39,5,10099.82,2025-10-13 19:56:35.183920
T000103,C15975,P0254,2,2136.82,0,4273.64,2026-04-16 15:14:46.183920
T000104,C46467,P0329,1,2073.62,5,1969.94,2026-02-11 02:11:02.183920
T000105,C17752,P0344,1,9570.92,0,9570.92,2025-09-15 13:55:52.183920
T000106,C19009,P0468,1,3308.34,0,3308.34,2026-04-07 01:45:24.183920
T000107,C31533,P0022,1,11429.44,0,11429.44,2025-11-20 06:47:16.183920
T000108,C36151,P0121,2,4220.03,0,8440.06,2025-12-26 20:30:31.183920
T000109,C06223,P0002,1,9332.75,0,9332.75,2025-11-30 23:47:28.183920
T000110,C04602,P0449,1,5834.35,0,5834.35,2025-10-08 13:47:05.183920
T000111,C04762,P0190,1,5371.05,10,4833.95,2026-01-15 19:35:30.183920
T000112,C31766,P0386,1,4078.41,0,4078.41,2026-05-05 01:16:19.183920
T000113,C31530,P0028,1,13967.86,0,13967.86,2025-09-26 10:17:12.183920
T000114,C35302,P0114,1,5273.82,15,4482.75,2025-09-04 04:18:53.183920
T000115,C45043,P0338,2,10828.56,10,19491.41,2026-03-01 19:53:39.183920
T000116,C33277,P0157,1,7177.46,0,7177.46,2026-04-25 06:13:47.183920
T000117,C01324,P0259,2,1555.81,5,2956.04,2025-11-08 15:36:16.183920
T000118,C49168,P0129,2,7400.3,0,14800.6,2026-01-11 22:30:02.183920
T000119,C24709,P0008,1,6981.63,0,6981.63,2026-05-22 23:53:34.183920
T000120,C46229,P0318,3,1542.31,10,4164.24,2025-12-20 21:42:01.183920
T000121,C15143,P0472,1,13065.43,0,13065.43,2025-10-28 11:37:33.183920
T000122,C01610,P0062,1,13325.72,0,13325.72,2025-11-14 20:06:46.183920
T000123,C02891,P0078,1,10252.96,0,10252.96,2026-07-02 21:34:42.183920
T000124,C08414,P0101,2,585.38,0,1170.76,2026-04-08 19:22:06.183920
T000125,C41877,P0128,2,9060.07,5,17214.13,2026-05-09 15:54:40.183920
T000126,C22775,P0139,2,2905.29,5,5520.05,2025-09-19 09:21:42.183920
T000127,C16161,P0192,1,5829.37,5,5537.9,2026-02-21 12:56:36.183920
T000128,C05364,P0120,1,3481.51,0,3481.51,2026-07-28 16:49:38.183920
T000129,C12999,P0392,2,5673.94,0,11347.88,2026-04-04 21:49:45.183920
T000130,C17068,P0494,2,3543.68,0,7087.36,2026-08-17 20:18:56.183920
T000131,C16511,P0249,1,9139.95,0,9139.95,2025-10-31 16:14:23.183920
T000132,C41056,P0240,1,1812.18,0,1812.18,2026-04-01 19:25:09.183920
T000133,C04814,P0067,1,11981.92,10,10783.73,2026-07-05 17:03:48.183920
T000134,C07293,P0306,3,7898.35,0,23695.05,2026-01-28 20:49:24.183920
T000135,C42570,P0365,1,3174.87,0,3174.87,2026-07-16 18:39:21.183920
T000136,C20543,P0328,1,14323.21,10,12890.89,2026-07-19 04:23:52.183920
T000137,C46067,P0246,1,1763.49,0,1763.49,2025-11-28 13:52:38.183920
T000138,C24240,P0469,1,9552.99,0,9552.99,2025-10-02 12:05:02.183920
T000139,C21107,P0337,1,3921.06,0,3921.06,2026-08-30 05:07:56.183920
T000140,C18851,P0291,1,13722.99,0,13722.99,2026-01-25 00:19:36.183920
T000141,C03154,P0345,2,11603.53,0,23207.06,2026-01-27 02:09:51.183920
T000142,C28405,P0032,2,10805.77,0,21611.54,2026-02-20 06:29:24.183920
T000143,C46153,P0223,1,3316.53,5,3150.7,2026-02-05 16:12:16.183920
T000144,C17453,P0249,1,9139.95,0,9139.95,2025-10-04 10:13:37.183920
T000145,C09636,P0140,1,11247.42,5,10685.05,2025-11-19 16:28:57.183920
T000146,C18959,P0375,1,3970.43,0,3970.43,2026-06-12 22:29:04.183920
T000147,C26536,P0329,1,2073.62,0,2073.62,2026-07-14 12:09:53.183920
T000148,C36832,P0113,1,5168.68,5,4910.25,2025-12-10 08:21:21.183920
T000149,C34532,P0168,1,14839.19,5,14097.23,2025-12-23 09:14:32.183920
T000150,C38850,P0234,3,12850.16,5,36622.96,2026-01-09 19:35:24.183920
T000151,C07026,P0352,1,12509.5,10,11258.55,2026-01-05 00:11:24.183920
T000152,C32067,P0306,2,7898.35,5,15006.86,2026-03-21 15:51:34.183920
T000153,C02721,P0013,1,5291.81,5,5027.22,2025-12-30 05:44:21.183920
T000154,C33388,P0119,2,2343.24,0,4686.48,2025-10-26 21:04:29.183920
T000155,C27674,P0329,1,2073.62,15,1762.58,2026-04-14 08:38:04.183920
T000156,C30881,P0326,1,6863.0,5,6519.85,2025-11-30 22:06:30.183920
T000157,C26548,P0027,1,2876.32,5,2732.5,2026-02-15 00:17:57.183920
T000158,C15193,P0497,1,11031.04,0,11031.04,2026-06-14 05:38:06.183920
T000159,C03863,P0037,1,8756.94,0,8756.94,2026-02-16 21:55:49.183920
T000160,C39789,P0267,2,6461.53,5,12276.91,2026-05-02 16:28:37.183920
T000161,C10152,P0420,1,13474.4,0,13474.4,2026-06-04 22:01:13.183920
T000162,C05932,P0384,1,7741.54,0,7741.54,2025-09-15 07:13:41.183920
T000163,C40296,P0173,2,10867.09,5,20647.47,2026-04-29 16:28:24.183920
T000164,C11635,P0256,1,12631.69,0,12631.69,2026-04-02 13:07:03.183920
T000165,C15957,P0455,1,1783.55,0,1783.55,2026-06-04 16:30:36.183920
T000166,C48231,P0472,1,13065.43,10,11758.89,2025-11-29 01:03:58.183920
T000167,C11776,P0274,1,14110.7,0,14110.7,2026-01-06 11:37:11.183920
T000168,C40922,P0370,1,6111.36,0,6111.36,2026-05-29 08:44:39.183920
T000169,C24599,P0422,1,4732.36,0,4732.36,2026-04-05 05:10:41.183920
T000170,C15054,P0458,1,12835.31,0,12835.31,2025-12-10 01:32:02.183920
T000171,C20857,P0060,1,3339.22,0,3339.22,2025-09-28 18:08:40.183920
T000172,C27969,P0433,1,5443.65,0,5443.65,2026-05-28 03:09:50.183920
T000173,C05060,P0357,3,8850.66,15,22569.18,2025-09-21 00:19:19.183920
T000174,C25162,P0178,1,7221.1,0,7221.1,2025-10-04 23:22:01.183920
T000175,C20554,P0335,2,6510.15,5,12369.28,2025-10-05 20:41:22.183920
T000176,C14203,P0264,1,857.64,10,771.88,2025-10-27 14:58:41.183920
T000177,C11201,P0085,1,2505.24,0,2505.24,2026-02-07 16:25:07.183920
T000178,C10070,P0315,2,12124.42,10,21823.96,2026-06-25 18:27:07.183920
T000179,C12902,P0195,2,1622.45,10,2920.41,2026-06-22 20:09:40.183920
T000180,C22238,P0262,1,13010.34,10,11709.31,2026-03-31 05:35:05.183920
T000181,C15037,P0419,2,3550.69,0,7101.38,2025-12-15 00:06:39.183920
T000182,C47159,P0449,1,5834.35,0,5834.35,2026-04-26 09:01:45.183920
T000183,C40302,P0198,1,11006.64,0,11006.64,2026-07-25 00:05:41.183920
T000184,C03109,P0170,1,3769.01,0,3769.01,2025-10-27 18:44:05.183920
T000185,C02178,P0370,1,6111.36,0,6111.36,2026-08-20 03:04:28.183920
T000186,C19832,P0280,1,10100.08,5,9595.08,2026-03-30 00:52:53.183920
T000187,C09280,P0455,1,1783.55,0,1783.55,2025-12-31 10:45:49.183920
T000188,C09535,P0195,2,1622.45,0,3244.9,2026-07-14 07:19:09.183920
T000189,C44421,P0239,1,6707.35,0,6707.35,2026-05-22 02:19:59.183920
T000190,C39412,P0040,1,4652.47,0,4652.47,2026-06-12 16:48:00.183920
T000191,C12633,P0411,2,14306.95,5,27183.2,2026-03-14 19:10:18.183920
T000192,C32837,P0192,1,5829.37,0,5829.37,2025-10-04 18:53:50.183920
T000193,C23238,P0258,1,10272.2,0,10272.2,2026-02-02 05:16:47.183920
T000194,C37802,P0146,1,14285.7,10,12857.13,2026-08-05 20:17:57.183920
T000195,C02478,P0314,1,2129.72,5,2023.23,2025-12-24 09:08:55.183920
T000196,C33729,P0445,1,1572.66,0,1572.66,2026-08-21 05:34:20.183920
T000197,C30513,P0453,2,712.47,5,1353.69,2025-09-29 10:07:20.183920
T000198,C34640,P0272,1,4780.43,5,4541.41,2026-07-07 01:45:30.183920
T000199,C09020,P0305,1,611.45,15,519.73,2026-04-24 16:07:27.183920
T000200,C05295,P0326,2,6863.0,5,13039.7,2026-02-27 17:20:14.183920
T000201,C34979,P0004,1,12316.09,0,12316.09,2026-08-14 09:50:56.183920
T000202,C32562,P0456,1,10025.29,0,10025.29,2026-01-29 18:01:46.183920
T000203,C27482,P0051,1,14296.4,5,13581.58,2026-08-25 10:37:12.183920
T000204,C23758,P0131,1,7905.95,0,7905.95,2026-01-16 06:19:36.183920
T000205,C46113,P0266,2,2635.44,0,5270.88,2026-06-12 17:23:24.183920
T000206,C00529,P0337,1,3921.06,0,3921.06,2026-05-02 03:25:42.183920
T000207,C28005,P0054,1,9834.48,5,9342.76,2026-08-22 04:09:46.183920
T000208,C34110,P0226,1,9081.62,0,9081.62,2025-09-19 20:18:15.183920
T000209,C01786,P0042,1,14412.92,5,13692.27,2025-11-21 20:37:45.183920
T000210,C27090,P0161,1,6147.6,0,6147.6,2025-09-25 23:54:43.183920
T000211,C09655,P0095,2,6725.54,0,13451.08,2025-09-02 15:50:24.183920
T000212,C04157,P0216,1,5326.61,5,5060.28,2025-11-16 22:41:33.183920
T000213,C23661,P0229,2,3948.41,0,7896.82,2026-01-30 09:03:59.183920
T000214,C39522,P0054,2,9834.48,0,19668.96,2025-12-01 12:15:45.183920
T000215,C26534,P0159,1,10724.36,0,10724.36,2026-05-08 03:00:11.183920
T000216,C29216,P0094,1,14635.99,0,14635.99,2026-07-27 12:36:35.183920
T000217,C44842,P0415,1,1864.29,0,1864.29,2026-01-06 08:06:43.183920
T000218,C38867,P0281,1,4862.13,0,4862.13,2026-07-15 11:23:40.183920
T000219,C23339,P0196,2,14934.48,0,29868.96,2026-03-29 13:26:39.183920
T000220,C17697,P0091,1,12271.16,0,12271.16,2026-07-11 11:05:00.183920
T000221,C06623,P0368,1,8665.53,5,8232.25,2025-11-05 02:42:53.183920
T000222,C08512,P0263,2,1827.5,15,3106.75,2026-08-15 05:17:52.183920
T000223,C39430,P0272,2,4780.43,0,9560.86,2025-12-31 12:38:06.183920
T000224,C13636,P0393,1,10190.38,0,10190.38,2026-01-02 04:34:40.183920
T000225,C16475,P0419,1,3550.69,0,3550.69,2025-10-09 01:17:37.183920
T000226,C17106,P0126,1,13409.51,0,13409.51,2025-09-13 18:10:43.183920
T000227,C06205,P0327,1,6579.47,0,6579.47,2026-08-22 02:54:10.183920
T000228,C37751,P0129,1,7400.3,0,7400.3,2025-11-07 19:10:26.183920
T000229,C25946,P0453,1,712.47,0,712.47,2026-08-04 17:41:59.183920
T000230,C30227,P0468,1,3308.34,10,2977.51,2025-11-28 16:54:47.183920
T000231,C26183,P0099,1,13742.48,0,13742.48,2026-08-13 08:48:14.183920
T000232,C09759,P0167,1,6284.35,5,5970.13,2026-08-14 06:47:44.183920
T000233,C06992,P0182,1,12994.76,0,12994.76,2025-11-30 22:08:59.183920
T000234,C05974,P0023,1,10160.53,0,10160.53,2026-06-02 03:11:43.183920
T000235,C17231,P0332,1,11932.02,5,11335.42,2025-11-25 09:49:38.183920
T000236,C01508,P0278,2,5157.89,0,10315.78,2025-09-10 08:28:42.183920
T000237,C19079,P0165,1,7468.42,10,6721.58,2025-11-24 10:57:38.183920
T000238,C05861,P0018,1,9665.29,0,9665.29,2026-06-26 06:41:35.183920
T000239,C02397,P0088,1,14886.3,0,14886.3,2026-01-03 06:33:56.183920
T000240,C39960,P0024,2,9667.43,5,18368.12,2025-12-22 23:13:01.183920
T000241,C29405,P0191,1,1690.66,0,1690.66,2025-12-22 12:17:22.183920
T000242,C45897,P0406,1,13137.08,5,12480.23,2026-03-05 01:11:31.183920
T000243,C28589,P0306,1,7898.35,5,7503.43,2025-10-03 12:07:48.183920
T000244,C30523,P0056,1,6966.46,0,6966.46,2025-11-23 19:23:59.183920
T000245,C22604,P0290,2,14358.13,0,28716.26,2026-01-02 07:40:13.183920
T000246,C04423,P0329,1,2073.62,5,1969.94,2026-03-15 12:31:06.183920
T000247,C18335,P0212,1,14294.8,5,13580.06,2026-07-16 18:10:22.183920
T000248,C38033,P0356,2,8185.61,5,15552.66,2025-10-09 11:32:04.183920
T000249,C31018,P0077,1,3366.46,0,3366.46,2026-03-15 22:15:32.183920
T000250,C19744,P0243,1,4597.93,0,4597.93,2026-07-16 02:34:41.183920
T000251,C05603,P0074,2,1865.26,0,3730.52,2026-02-21 23:57:09.183920
T000252,C07315,P0313,1,14925.01,10,13432.51,2026-04-21 00:03:29.183920
T000253,C09949,P0251,1,6616.17,0,6616.17,2025-11-04 20:20:28.183920
T000254,C19925,P0044,1,10806.06,5,10265.76,2026-04-22 07:54:53.183920
T000255,C35377,P0361,1,14362.96,10,12926.66,2026-03-07 09:45:28.183920
T000256,C35277,P0432,1,8538.54,0,8538.54,2025-11-16 12:32:22.183920
T000257,C15682,P0120,1,3481.51,0,3481.51,2025-11-20 09:48:01.183920
T000258,C03629,P0217,1,1627.06,0,1627.06,2026-01-18 18:36:37.183920
T000259,C22645,P0495,3,5945.21,10,16052.07,2026-05-12 06:39:11.183920
T000260,C40679,P0473,2,1755.46,5,3335.37,2026-07-08 12:43:14.183920
T000261,C29519,P0395,1,11842.54,0,11842.54,2026-01-31 14:40:02.183920
T000262,C04552,P0124,1,578.81,0,578.81,2026-01-15 14:18:36.183920
T000263,C22468,P0068,1,12005.62,15,10204.78,2026-05-31 18:55:12.183920
T000264,C09102,P0003,1,2728.16,5,2591.75,2026-05-28 10:55:19.183920
T000265,C10088,P0467,1,534.61,0,534.61,2025-10-19 12:35:00.183920
T000266,C29075,P0318,1,1542.31,0,1542.31,2026-02-15 01:02:33.183920
T000267,C06508,P0338,3,10828.56,5,30861.4,2026-03-08 16:15:44.183920
T000268,C29950,P0487,1,10942.42,15,9301.06,2026-05-16 05:13:49.183920
T000269,C01808,P0018,1,9665.29,5,9182.03,2025-10-03 08:08:30.183920
T000270,C11283,P0274,1,14110.7,0,14110.7,2025-09-17 05:28:16.183920
T000271,C36114,P0177,1,7615.32,0,7615.32,2026-06-28 23:17:55.183920
T000272,C47560,P0421,1,6147.13,0,6147.13,2026-07-27 17:12:28.183920
T000273,C22433,P0354,1,5078.81,5,4824.87,2025-09-25 18:34:05.183920
T000274,C29677,P0094,1,14635.99,0,14635.99,2026-05-09 23:05:20.183920
T000275,C38712,P0139,1,2905.29,0,2905.29,2026-03-30 11:29:46.183920
T000276,C35877,P0365,1,3174.87,5,3016.13,2026-04-19 01:05:25.183920
T000277,C36066,P0127,2,11589.84,0,23179.68,2025-11-24 12:00:25.183920
T000278,C46163,P0357,1,8850.66,5,8408.13,2025-10-14 03:25:10.183920
T000279,C06018,P0289,2,14836.94,15,25222.8,2026-03-16 17:42:16.183920
T000280,C37486,P0222,2,13165.34,5,25014.15,2026-04-01 06:50:33.183920
T000281,C16115,P0186,1,8186.01,5,7776.71,2025-12-25 19:44:03.183920
T000282,C02209,P0189,1,14416.09,0,14416.09,2025-10-23 02:59:58.183920
T000283,C44404,P0166,1,4242.98,5,4030.83,2026-05-06 21:59:06.183920
T000284,C25993,P0403,1,2464.96,5,2341.71,2025-12-07 02:01:49.183920
T000285,C01374,P0380,1,6734.12,10,6060.71,2026-08-07 17:58:20.183920
T000286,C25317,P0013,1,5291.81,0,5291.81,2026-05-02 23:34:01.183920
T000287,C22385,P0203,1,14163.62,5,13455.44,2025-12-27 17:46:33.183920
T000288,C13649,P0467,1,534.61,0,534.61,2025-10-22 15:09:06.183920
T000289,C39791,P0006,2,2920.65,0,5841.3,2025-09-18 13:39:59.183920
T000290,C33475,P0282,1,12770.84,0,12770.84,2026-04-24 11:17:03.183920
T000291,C22076,P0486,2,14101.74,10,25383.13,2025-09-03 09:17:13.183920
T000292,C37714,P0036,1,4671.43,0,4671.43,2026-01-07 03:56:33.183920
T000293,C32736,P0351,2,8861.4,0,17722.8,2025-11-07 18:22:11.183920
T000294,C32704,P0479,1,11214.94,0,11214.94,2026-01-04 01:05:33.183920
T000295,C00206,P0392,2,5673.94,5,10780.49,2026-06-26 08:05:37.183920
T000296,C28229,P0360,1,6756.66,5,6418.83,2025-12-04 12:43:15.183920
T000297,C43658,P0212,2,14294.8,5,27160.12,2025-11-04 12:32:40.183920
T000298,C09994,P0309,1,12796.14,10,11516.53,2026-03-26 20:35:53.183920
T000299,C11564,P0444,1,5174.6,5,4915.87,2026-06-24 15:46:31.183920
T000300,C10595,P0169,1,12922.83,0,12922.83,2025-09-04 03:17:23.183920
T000301,C22654,P0126,1,13409.51,0,13409.51,2026-03-16 02:13:17.183920
T000302,C25633,P0164,1,6341.78,0,6341.78,2026-07-31 11:35:10.183920
T000303,C12489,P0048,1,4644.0,0,4644.0,2025-10-19 14:56:39.183920
T000304,C12831,P0162,1,11687.62,0,11687.62,2026-04-04 16:41:58.183920
T000305,C17416,P0266,1,2635.44,5,2503.67,2026-05-26 04:27:26.183920
T000306,C17404,P0079,1,12984.77,0,12984.77,2025-09-23 02:27:13.183920
T000307,C37467,P0136,1,7985.85,5,7586.56,2025-10-05 15:41:40.183920
T000308,C34317,P0140,1,11247.42,0,11247.42,2025-12-23 04:12:53.183920
T000309,C18098,P0221,1,525.23,0,525.23,2026-06-02 20:36:21.183920
T000310,C49582,P0081,1,7874.69,10,7087.22,2026-06-27 01:19:02.183920
T000311,C02897,P0138,1,6839.34,5,6497.37,2026-07-29 06:39:41.183920
T000312,C12280,P0158,1,11705.78,0,11705.78,2026-01-08 07:19:49.183920
T000313,C48102,P0256,1,12631.69,5,12000.11,2026-05-04 03:17:30.183920
T000314,C38350,P0240,2,1812.18,0,3624.36,2025-11-10 22:21:04.183920
T000315,C29356,P0099,2,13742.48,5,26110.71,2026-06-24 15:31:08.183920
T000316,C05726,P0409,3,11595.7,0,34787.1,2025-12-02 11:37:30.183920
T000317,C43847,P0437,1,8455.9,0,8455.9,2026-04-25 10:01:39.183920
T000318,C10650,P0423,1,630.64,0,630.64,2026-06-02 10:34:36.183920
T000319,C05766,P0056,2,6966.46,5,13236.27,2026-05-07 02:18:30.183920
T000320,C33403,P0018,1,9665.29,0,9665.29,2026-03-16 11:30:35.183920
T000321,C42234,P0391,1,10049.69,0,10049.69,2026-08-01 01:12:46.183920
T000322,C10466,P0341,1,2687.92,0,2687.92,2026-04-16 23:47:55.183920
T000323,C14550,P0442,1,3784.02,10,3405.62,2026-07-30 22:08:22.183920
T000324,C35567,P0019,2,1001.55,10,1802.79,2026-02-24 05:02:09.183920
T000325,C18021,P0110,1,9884.32,5,9390.1,2026-03-23 18:43:33.183920
T000326,C22501,P0393,2,10190.38,0,20380.76,2026-05-07 23:45:28.183920
T000327,C30041,P0428,1,3917.71,0,3917.71,2025-11-05 05:58:26.183920
T000328,C39854,P0024,1,9667.43,10,8700.69,2025-11-28 19:00:12.183920
T000329,C08905,P0044,1,10806.06,5,10265.76,2026-05-13 06:44:19.183920
T000330,C28170,P0172,1,5556.27,0,5556.27,2026-08-06 05:57:22.183920
T000331,C08019,P0485,2,2554.82,0,5109.64,2026-07-16 07:29:13.183920
T000332,C20800,P0451,3,13847.2,5,39464.52,2026-01-19 14:27:30.183920
